teks,teks_bersih,label,rating,kategori,nama_produk,id_produk,id_toko,url
Thank You .... Nextime Order 🙏,terimakasih you nextime order,positif,5,fashion,Gamis Maxi Bahan Waffle kombinasi warna Gamis Muslim Motif Bordir,229594610,196773,https://www.tokopedia.com/syafnacom/gamis-maxi-bahan-waffle-kombinasi-warna-gamis-muslim-motif-bordir
Biarkan bintang berbicara..packing rapih..tq,biarkan bintang berbicara packing rapi terimakasih,positif,5,fashion,Kaos 420 - Hitam,337665583,1636592,https://www.tokopedia.com/zilliofashion/kaos-420-hitam
Biar bintang berbicara,biar bintang berbicara,positif,5,fashion,Kaos 420 - Hitam,337665583,1636592,https://www.tokopedia.com/zilliofashion/kaos-420-hitam
ni bli yg k2 x... barang bagus sablonan okraiyyyy cuma sayang warna&#39;y gk komplit... tp puas si,ni bli yang k x barang bagus sablonan okraiy cuma sayang warna y tidak komplit tapi puas si,positif,5,fashion,Kaos 420 - Hitam,337665583,1636592,https://www.tokopedia.com/zilliofashion/kaos-420-hitam
Sudah diterima.......terimakasih ya,sudah diterima terimakasih ya,positif,4,fashion,Kaos 420 - Hitam,337665583,1636592,https://www.tokopedia.com/zilliofashion/kaos-420-hitam
Mantap proses cepat dan akurat semoga makin sukses aamiin,mantap proses cepat dan akurat semoga makin sukses aamiin,positif,5,fashion,Kaos 420 - Hitam,337665583,1636592,https://www.tokopedia.com/zilliofashion/kaos-420-hitam
"Ukuran dan warna sesuai yg diminta, pengiriman cepat, bahan nyaman dipakai",ukuran dan warna sesuai yang diminta pengiriman cepat bahan nyaman dipakai,positif,5,fashion,Kaos 420 - Hitam,337665583,1636592,https://www.tokopedia.com/zilliofashion/kaos-420-hitam
"Thanks, barangnya sudah nyampe.",terimakasih barang sudah sampai,positif,5,fashion,Kaos 420 - Hitam,337665583,1636592,https://www.tokopedia.com/zilliofashion/kaos-420-hitam
"Pengiriman sangat baik,produk sangat baik 👍🏻",pengiriman sangat baik produk sangat baik,positif,5,fashion,Kaos 420 - Hitam,337665583,1636592,https://www.tokopedia.com/zilliofashion/kaos-420-hitam
"Bagus sesuai gambar, dibungkus rapi dan pengiriman cepat",bagus sesuai gambar dibungkus rapi dan pengiriman cepat,positif,5,fashion,Kaos 420 - Hitam,337665583,1636592,https://www.tokopedia.com/zilliofashion/kaos-420-hitam
"Kualitas paten, harga murah, pengiriman cepat. Recom seller",kualitas paten harga murah pengiriman cepat recom seller,positif,5,fashion,Kaos 420 - Hitam,337665583,1636592,https://www.tokopedia.com/zilliofashion/kaos-420-hitam
"Pembelian kesekian kali, pengiriman makin cepat dan kualitas tetap terjaga",pembelian kesekian kali pengiriman makin cepat dan kualitas tetap terjaga,positif,5,fashion,Kaos 420 - Hitam,337665583,1636592,https://www.tokopedia.com/zilliofashion/kaos-420-hitam
Mannntttaaaappppppppppp,mantap,positif,4,fashion,Kaos 420 - Hitam,337665583,1636592,https://www.tokopedia.com/zilliofashion/kaos-420-hitam
produk baik...lentur....semoga baik performa nya....toko juga cepat pelayanan nya,produk baik lentur semoga baik performa nya toko juga cepat pelayanan nya,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
"Puass deh belanja disini, produk sesuai &amp; bagus",puass deh belanja disini produk sesuai bagus,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
"Fast respon, barang cepat sampai sesuai pesanan.",fast respon barang cepat sampai sesuai pesanan,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
"Respon penjual sangat baik, pengiriman cepat. Barangnya bagus dan bekerja dengan baik.
Harga juga sangat bersaing!",respon penjual sangat baik pengiriman cepat barang bagus dan bekerja dengan baik harga juga sangat bersaing,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
"barang dah sampe, hanya RJ45 lepas/ putus 1 klik nya. sehingga kami harus crimping. thanks.",barang sudah sampai hanya rj lepas putus klik nya sehingga kami harus crimping terimakasih,positif,4,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
Mantab......................,mantap,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
Produk sesuai gambar..cepat respon..,produk sesuai gambar cepat respon,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
Barang sesuai deskripsi,barang sesuai deskripsi,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
manta pengirimannya cepat packingnya nya juga rapih enak banget liatnya,manta pengiriman cepat packing nya juga rapi enak banget liatnya,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
Ok...................................,ok,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
Sipppppppppppppp...........,sip,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
Mantap banget gan kualitas nya,mantap banget gan kualitas nya,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
barang bagus terima kasih pengantaran cepat,barang bagus terimakasih pengantaran cepat,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
Barang bagus cepet nyampe,barang bagus cepat sampai,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
Cepat datang dan sesuai spesifikasi,cepat datang dan sesuai spesifikasi,positif,4,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
"Barang sudah d terima dgn baik, respon seller cepat. Thx
Update: tidak bs koneks antar router dan leptop, setelah sy coba dgn buat sndiri kabel lan cat 5 problem solved. Ksimpupannya, kabel tdk bs d pakai.",barang sudah d terima dengan baik respon seller cepat terimakasih update tidak bisa koneks antar router dan leptop setelah saya coba dengan buat sndiri kabel lan cat problem solved ksimpupannya kabel tidak bisa d pakai,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
kualitas mengikuti harga,kualitas mengikuti harga,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
Sesuai deskripsi tidak ada masalah,sesuai deskripsi tidak ada masalah,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
"Bagus, cukup memuaskan",bagus cukup memuaskan,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
Sorry for late confirm. GREAT!!!,sorry for late confirm great,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
rekomended ... respon dan proses cepat...,recommended respon dan proses cepat,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
pesanan diterima sesuai deskripsi,pesanan diterima sesuai deskripsi,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
"Sesuai dengan deskripsi, seller fast respon , nice lah",sesuai dengan deskripsi seller fast respon nice lah,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
Barang sesuai pesanan,barang sesuai pesanan,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
respon sangat cepat dan barang memuaskan,respon sangat cepat dan barang memuaskan,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
kabelnya lumayan Cuman kurang cocok untuk ap outdoor,kabelnya lumayan cuman kurang cocok untuk ap outdoor,negatif,1,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
"Good, bagus kualitasnya, rekomendasi",good bagus kualitas recommended,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
kualitas blm bisa memastikan. krn bru kepasang. tapi akurasi sangat memuaskan krna cepet bgt dan resfonnya jg cepat. terimakasih juragan.,kualitas belum bisa memastikan karena bru kepasang tapi akurasi sangat memuaskan karena cepat banget dan resfonnya juga cepat terimakasih juragan,positif,4,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
"panjang, cepat sampai, belum di coba , semoga baik baik saja",panjang cepat sampai belum di coba semoga baik baik saja,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
"thanks...
semoga awet",terimakasih semoga awet,positif,4,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
pengiriman cepat sampai,pengiriman cepat sampai,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
penjual merespon dengan baik..................,penjual merespon dengan baik,positif,4,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
"Terima kasih , paket sudah diterima dengan baik",terimakasih paket sudah diterima dengan baik,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
bagus.  saya puas dengan pelayanan  dan barangnya,bagus saya puas dengan pelayanan dan barang,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
barang cepat sampai sesuai pesanan mantab,barang cepat sampai sesuai pesanan mantap,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
Sesuai deskripsi....packing rapi dan sgt recommend...tks,sesuai deskripsi packing rapi dan sgt recommended terimakasih,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
"barang sudah diterima sesuai pesanan, terima kasih",barang sudah diterima sesuai pesanan terimakasih,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
gjhjknmnjjm ...............m......,gjhjknmnjjm m,positif,4,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
Ini order ke 2..tepat waktu kualitas barang bagus,ini order ke tepat waktu kualitas barang bagus,positif,5,elektronik,KABEL LAN 25M CAT 5 / KABEL UTP 25 METER PABRIKAN HIGH QUALITY,192496530,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-25m-cat-5-kabel-utp-25-meter-pabrikan-high-quality
produk sesuai.....respon cepat......,produk sesuai respon cepat,positif,5,elektronik,Kabel LAN/UTP 20 Meter Cat5E Siap Pakai  Kabel LAN dengan Kepala Konek,192497277,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-utp-20-meter-cat5e-siap-pakai-kabel-lan-dengan-kepala-konek
"paket sampe dg aman sih , belom di test semoga barang baik&#34; saja ... dan saya minta penjelasan soal ongkir",paket sampai dengan aman sih belom di test semoga barang baik saja dan saya minta penjelasan soal ongkir,positif,4,elektronik,Kabel LAN/UTP 20 Meter Cat5E Siap Pakai  Kabel LAN dengan Kepala Konek,192497277,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-utp-20-meter-cat5e-siap-pakai-kabel-lan-dengan-kepala-konek
"Fast respon, barang cepat sampai sesuai pesanan.",fast respon barang cepat sampai sesuai pesanan,positif,5,elektronik,Kabel LAN/UTP 20 Meter Cat5E Siap Pakai  Kabel LAN dengan Kepala Konek,192497277,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-utp-20-meter-cat5e-siap-pakai-kabel-lan-dengan-kepala-konek
"Barang sampai sesuai estimasi, belum sempat buka dan tes. Semoga normal dan dapat berfungsi dengan baik semua",barang sampai sesuai estimasi belum sempat buka dan tes semoga normal dan dapat berfungsi dengan baik semua,positif,5,elektronik,Kabel LAN/UTP 20 Meter Cat5E Siap Pakai  Kabel LAN dengan Kepala Konek,192497277,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-utp-20-meter-cat5e-siap-pakai-kabel-lan-dengan-kepala-konek
Produk sesuai deskripsi. Sudah di test mantap bekerja dengan baik. Pengiriman cepat. Recommended seller,produk sesuai deskripsi sudah di test mantap bekerja dengan baik pengiriman cepat recommended seller,positif,5,elektronik,Kabel LAN/UTP 20 Meter Cat5E Siap Pakai  Kabel LAN dengan Kepala Konek,192497277,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-utp-20-meter-cat5e-siap-pakai-kabel-lan-dengan-kepala-konek
"Kabel LAN sudah diterima, pengiriman cepat. 
Barang pesan 3, diterima 2 sesuai gambar, 1 kabelnya putih.
Sudah dicoba bisa digunakan.
Sukses terus, Terima kasih.",kabel lan sudah diterima pengiriman cepat barang pesan diterima sesuai gambar kabelnya putih sudah dicoba bisa digunakan sukses terus terimakasih,positif,4,elektronik,Kabel LAN/UTP 20 Meter Cat5E Siap Pakai  Kabel LAN dengan Kepala Konek,192497277,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-utp-20-meter-cat5e-siap-pakai-kabel-lan-dengan-kepala-konek
"Respon cepat, barang sesuai pesanan, belum dicoba, semoga awet, recommended seller",respon cepat barang sesuai pesanan belum dicoba semoga awet recommended seller,positif,5,elektronik,Kabel LAN/UTP 20 Meter Cat5E Siap Pakai  Kabel LAN dengan Kepala Konek,192497277,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-utp-20-meter-cat5e-siap-pakai-kabel-lan-dengan-kepala-konek
Barang + packing mantap,barang packing mantap,positif,5,elektronik,Kabel LAN/UTP 20 Meter Cat5E Siap Pakai  Kabel LAN dengan Kepala Konek,192497277,2048686,https://www.tokopedia.com/multikomputer201/kabel-lan-utp-20-meter-cat5e-siap-pakai-kabel-lan-dengan-kepala-konek
